event_description,event_local,event_productor,other_informations_productor,event_name,event_date,payment,link
"<p style=""font-family: Arial, Verdana; font-size: 10pt; font-weight: normal; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; margin: 0cm 0cm 18pt;""><span style='font-size:10.5pt;font-family:""Arial"",""sans-serif"";color:#666666'>Curso </span><strong style=""font-size: 10pt;""><span style='font-size:10.5pt;font-family:""Arial"",""sans-serif"";
color:#666666'>PRÁTICO DE NEGOCIAÇÃO COM PNL</span></strong><span style=""font-size: 10.5pt; font-family: Arial, sans-serif; color: rgb(102, 102, 102);""> -
Programação Neurolinguistica</span></p>,<p style=""font-family: Arial, Verdana; font-size: 10pt; font-weight: normal; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; margin: 0cm 0cm 18pt;""><strong><span style='font-size:10.5pt;font-family:""Arial"",""sans-serif"";
color:#666666'>Seja um negociador pleno!</span></strong><span class=""apple-converted-space""><b><span style='font-size:10.5pt;font-family:""Arial"",""sans-serif"";
color:#666666'> </span></b></span><span style='font-size:10.5pt;
font-family:""Arial"",""sans-serif"";color:#666666'>O curso Prático de Negociação
c/PNL tem como propósito, desenvolver as habilidades técnicas e comportamentais
dos participantes em busca de acordos sustentáveis.<span class=""apple-converted-space""> </span>Juntamente<span class=""apple-converted-space""><b> </b></span><strong>com devolutiva do inventário do perfil comportamental
DISC você se tornará pleno.</strong><p></p></span></p>,<p></p>,<p style=""font-family: Arial, Verdana; font-size: 10pt; font-weight: normal; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; margin: 0cm 0cm 18pt;""><b style=""font-size: 10pt;""><strong style=""color: rgb(102, 102, 102); font-family: Arial, sans-serif; font-size: 10.5pt;"">PÚBLICO-ALVO:</strong></b></p>,<p style=""font-family: Arial, Verdana; font-size: 10pt; font-weight: normal; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; margin: 0cm 0cm 18pt;""><span style='font-size:10.5pt;font-family:""Arial"",""sans-serif"";color:#666666'>Empreendedores,
Líderes em geral, Representantes comerciais, Vendedores, Compradores,
Profissional de RH, Sindicalistas e qualquer outro profissional que deseja
desenvolver habilidades negociais<p></p></span></p>,<p></p>,<p style=""font-family: Arial, Verdana; font-size: 10pt; font-weight: normal; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; margin: 0cm 0cm 18pt;""><strong><span style='font-size:10.5pt;font-family:""Arial"",""sans-serif"";
color:#666666'>BENEFÍCIOS:</span></strong><span style='font-size:10.5pt;
font-family:""Arial"",""sans-serif"";color:#666666'><p></p></span></p>,<p></p>,<p style=""font-family: Arial, Verdana; font-size: 10pt; font-weight: normal; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; margin: 0cm 0cm 18pt;""><span style=""font-family: Arial, sans-serif;""><b><font color=""#ff0000""><span style=""font-size: 10.5pt;"">Autoconhecimento
através da </span><font size=""4"">devolutiva inventário do perfil  Comportamental DISC
ETalent; </font><span style=""font-size: 10.5pt;""><p></p></span></font></b></span></p>,<p></p>,<p style=""font-family: Arial, Verdana; font-size: 10pt; font-weight: normal; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; margin: 0cm 0cm 18pt;""><span style=""font-size: 10.5pt; font-family: Arial, sans-serif;""><b><font color=""#ff0000"">Arquitetura
Comportamental GRID: As competências do negociador</font></b><font color=""#666666""><p></p></font></span></p>,<p></p>,<p style=""font-family: Arial, Verdana; font-size: 10pt; font-weight: normal; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; margin: 0cm 0cm 18pt;""><span style='font-size:10.5pt;font-family:""Arial"",""sans-serif"";color:#666666'>Habilidades
sensoriais para melhorar a percepção do ambiente negocial;<p></p></span></p>,<p></p>,<p style=""font-family: Arial, Verdana; font-size: 10pt; font-weight: normal; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; margin: 0cm 0cm 18pt;""><span style='font-size:10.5pt;font-family:""Arial"",""sans-serif"";color:#666666'>Comunicação
persuasiva conforme os estilos comportamentais dos clientes;<p></p></span></p>,<p></p>,<p style=""font-family: Arial, Verdana; font-size: 10pt; font-weight: normal; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; margin: 0cm 0cm 18pt;""><span style='font-size:10.5pt;font-family:""Arial"",""sans-serif"";color:#666666'>Estratégias
e táticas para um acordo sustentável.<p></p></span></p>,<p></p>,<p style=""font-family: Arial, Verdana; font-size: 10pt; font-weight: normal; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; margin: 0cm 0cm 18pt;""><strong style=""font-size: 10pt;""><span style='font-size:10.5pt;font-family:""Arial"",""sans-serif"";
color:#666666'>DIFERENCIAIS:</span></strong></p>,<p style=""font-family: Arial, Verdana; font-size: 10pt; font-weight: normal; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; margin: 0cm 0cm 18pt;""><span style='font-size:10.5pt;font-family:""Arial"",""sans-serif"";color:#666666'>Curso
que integra as ferramentas negociais com elementos da
PNL-ProgramaçãoNeuroLinguística, Mentoring, Coaching, Respiração Pranayama,
Neurociência, entre outros;<p></p></span></p>,<p></p>,<p style=""font-family: Arial, Verdana; font-size: 10pt; font-weight: normal; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; margin: 0cm 0cm 18pt;""><span style='font-size:10.5pt;font-family:""Arial"",""sans-serif"";color:#666666'>Realizado
por dois instrutores que somam mais de 50 anos de experiência. A atuação dos
dois instrutores contribui ainda para ativação cerebral do aluno, mantendo-o em
alerta para receber o conteúdo ensinado;<p></p></span></p>,<p></p>,<p style=""font-family: Arial, Verdana; font-size: 10pt; font-weight: normal; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; margin: 0cm 0cm 18pt;""><span style='font-size:10.5pt;font-family:""Arial"",""sans-serif"";color:#666666'>Técnica
de oratória com Filmagens em alguns exercícios*: Através da auto percepção, o
aluno realiza um processo transformacional sustentável. <p></p></span></p>,<p></p>,<p style=""font-family: Arial, Verdana; font-size: 10pt; font-weight: normal; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; margin: 0cm 0cm 18pt;""><strong style=""font-size: 10pt;""><span style='font-size:10.5pt;font-family:""Arial"",""sans-serif"";
color:#666666'>DEPOIMENTOS:</span></strong></p>,<p style=""font-family: Arial, Verdana; font-size: 10pt; font-weight: normal; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; margin: 0cm 0cm 18pt;""><strong><span style='font-size:10.5pt;font-family:""Arial"",""sans-serif"";
color:#666666'>Bichara Neto</span></strong><span class=""apple-converted-space""><span style='font-size:10.5pt;font-family:""Arial"",""sans-serif"";color:#666666'> </span></span><span style='font-size:10.5pt;font-family:""Arial"",""sans-serif"";color:#666666'>- Gerente
de Negociações Sindicais – Sindigas. “Oportunidade de aprendizado rico,
esclarecedor e surpreendentemente modificador para melhor, todo o conteúdo fará
(faz) diferença na vida profissional e pessoal. Obrigado!”<p></p></span></p>,<p></p>,<p style=""font-family: Arial, Verdana; font-size: 10pt; font-weight: normal; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; margin: 0cm 0cm 18pt;""><strong><span style='font-size:10.5pt;font-family:""Arial"",""sans-serif"";
color:#666666'>Antônio Zanetti -</span></strong><span style='font-size:10.5pt;
font-family:""Arial"",""sans-serif"";color:#666666'> Gerente de Benefícios e
Relações Sindicais -  Liquigás. “Parabéns. As vivências e dinâmicas
considero como o ponto forte, pois permite colocar em prática toda teoria
recebida, porém a complementação com vídeos é fator importante a ser
considerado”<p></p></span></p>,<p></p>,<p style=""font-family: Arial, Verdana; font-size: 10pt; font-weight: normal; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; margin: 0cm 0cm 18pt;""><strong><span style='font-size:10.5pt;font-family:""Arial"",""sans-serif"";
color:#666666'>Beatriz Miranda - </span></strong><span style='font-size:
10.5pt;font-family:""Arial"",""sans-serif"";color:#666666'>Gestão de RH na empresa
COPAGAZ. “O treinamento pode me proporcionar oportunidade para que eu
pudesse me auto avaliar, identificar em que ponto poderia melhorar e a troca de
experiências com os colegas também é gratificante.”<p></p></span></p>,<p></p>,<p style=""font-family: Arial, Verdana; font-size: 10pt; font-weight: normal; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; margin: 0cm 0cm 18pt;""><strong><span style='font-size:10.5pt;font-family:""Arial"",""sans-serif"";
color:#666666'>Vagner Carvalho - </span></strong><span style='font-size:
10.5pt;font-family:""Arial"",""sans-serif"";color:#666666'>Gerente de Remuneração e
Relações Sindicais – Supergasbrás. “Programa apresentado de forma bastante
interessante e com total domínio dos instrutores, as dinâmicas ajudam muito na
compreensão e os cases bem objetivos.”<p></p></span></p>,<p></p>,<p style=""font-family: Arial, Verdana; font-size: 10pt; font-weight: normal; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; margin: 0cm 0cm 18pt;""><strong style=""font-size: 13.3333px;""><font color=""#666666"" face=""Arial, sans-serif""><span style=""font-size: 10.5pt;"">CARGA HORÁRIA:</span></font></strong></p>,<p style=""font-family: Arial, Verdana; font-size: 10pt; font-weight: normal; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; margin: 0cm 0cm 18pt;""><strong><font color=""#666666"" face=""Arial, sans-serif""><span style=""font-size: 10.5pt; font-weight: normal;"">2 dias de curso - 24 horas, </span><span style=""font-size: 14px;"">distribuídas</span><span style=""font-size: 10.5pt; font-weight: normal;""> da seguinte forma:</span></font></strong></p>,<p style=""font-family: Arial, Verdana; font-size: 10pt; font-weight: normal; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; margin: 0cm 0cm 18pt;""><span style='font-size:10.5pt;font-family:""Arial"",""sans-serif"";color:#666666'>Pré-work:
2 horas devolutiva DISC<p></p></span></p>,<p></p>,<p style=""font-family: Arial, Verdana; font-size: 10pt; font-weight: normal; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; margin: 0cm 0cm 18pt;""><span style='font-size:10.5pt;font-family:""Arial"",""sans-serif"";color:#666666'>Work:
20 horas presenciais<p></p></span></p>,<p></p>,<p style=""font-family: Arial, Verdana; font-size: 10pt; font-weight: normal; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; margin: 0cm 0cm 18pt;""><span style='font-size:10.5pt;font-family:""Arial"",""sans-serif"";color:#666666'>Pós-work:
2 horas para exercícios complementares<p></p></span></p>,<p></p>,<p style=""font-family: Arial, Verdana; font-size: 10pt; font-weight: normal; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; margin: 0cm 0cm 18pt;""><strong style=""font-size: 13.3333px;""><font color=""#666666"" face=""Arial, sans-serif""><span style=""font-size: 10.5pt;"">INVESTIMENTO:</span></font></strong></p>,<p style=""font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; margin: 0cm 0cm 18pt;""><font color=""#6666cc"" face=""Arial, sans-serif"" size=""4""><b>Até 12/12 valor com desconto R$1.600 por pessoa</b></font></p>,<p style=""font-family: Arial, Verdana; font-size: 10pt; font-weight: normal; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; margin: 0cm 0cm 18pt;""><b style=""color: rgb(102, 102, 204); font-family: Arial, sans-serif; font-size: large;"">Após esta data valor original R$1.680</b></p>,<p style=""font-family: Arial, Verdana; font-size: 10pt; font-weight: normal; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; margin: 0cm 0cm 18pt;""><strong style=""font-family: Arial, Verdana; font-size: 10pt;""><span style=""font-size: 10.5pt; font-family: Arial, sans-serif; color: rgb(102, 102, 102);"">INSCRIÇÕES NO SITE:</span></strong></p>,<p style=""font-family: Arial, Verdana; font-size: 10pt; font-weight: normal; margin: 0cm 0cm 18pt;""><span style=""font-size: 10.5pt; font-family: Arial, sans-serif; color: rgb(25, 76, 127); text-decoration: none;""><a href=""http://www.gridinstituto.com.br/negociacao.html"">www.gridinstituto.com.br</a></span></p>,<p style=""font-family: Arial, Verdana; font-size: 10pt; font-weight: normal; margin: 0cm 0cm 18pt;""><span style=""font-size: 10.5pt; font-family: Arial, sans-serif; color: rgb(25, 76, 127);""><a href=""mailto:contato@gridinstituto.com.br"">contato@gridinstituto.com.br</a></span></p>,<p style=""line-height: normal; margin-top: 0pt; margin-bottom: 0pt; margin-left: 0in; direction: ltr; unicode-bidi: embed; word-break: normal;""><span style=""font-size: 11pt; font-family: Verdana; color: rgb(89, 89, 89); font-weight: bold;"">São Paulo-SP</span></p>,<p style=""line-height: normal; margin: 0pt 0in; text-indent: 0in; direction: ltr; unicode-bidi: embed; word-break: normal;""><span style=""font-size: 8pt; font-family: Verdana; color: rgb(127, 127, 127);"">(</span><span style=""font-size: 8pt; font-family: Verdana; color: rgb(127, 127, 127);"">11) 95150-5888 </span><span style=""font-size: 8pt; font-family: Verdana; color: rgb(89, 89, 89);"">Whatsapp</span></p>,<p style=""line-height: normal; margin-top: 0pt; margin-bottom: 0pt; margin-left: 0in; direction: ltr; unicode-bidi: embed; word-break: normal;""><span style=""font-size: 8pt; font-family: Verdana; color: rgb(127, 127, 127);"">(11) 5504-1949 / 2228-0202</span></p>,<p style=""line-height: normal; margin-top: 0pt; margin-bottom: 0pt; margin-left: 0in; direction: ltr; unicode-bidi: embed; word-break: normal;""><span style=""font-size: 11pt; font-family: Verdana; color: rgb(89, 89, 89); font-weight: bold;"">Rio de Janeiro-RJ</span></p>,<p style=""line-height: normal; margin: 0pt 0in; text-indent: 0in; direction: ltr; unicode-bidi: embed; word-break: normal;""><span style=""font-size: 8pt; font-family: Verdana; color: rgb(127, 127, 127);"">(21) </span><span style=""font-size: 8pt; font-family: Verdana; color: rgb(127, 127, 127);"">99862-4949 </span><span style=""font-size: 8pt; font-family: Verdana; color: rgb(89, 89, 89);"">Whatsapp</span></p>,<p style=""line-height: normal; margin-top: 0pt; margin-bottom: 0pt; margin-left: 0in; direction: ltr; unicode-bidi: embed; word-break: normal;""><span style=""font-size: 8pt; font-family: Verdana; color: rgb(127, 127, 127);"">(21) 3647-6663</span></p>,<p style=""font-family: Arial, Verdana; font-size: 10pt; font-weight: normal; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; margin: 0cm 0cm 18pt;""><span style=""font-size: 10pt;""> </span></p>,<p id=""org-description"">Um evento realizado pelo Grid e apoiado pela Auttraining.</p>,<p class=""margin-bottom-20-xs margin-bottom-40-sm"">
                    
                <strong>Hotel Transamerica</strong><br> Alameda Lorena , 473, Jardim Paulista<br>São Paulo, SP                </p>"," Alameda Lorena , 473, Jardim Paulista",Elisangela - Auttraining e Deise - Grid,,Curso Prático de Negociação com PNL  ," 
                                    14 de janeiro de 2017, 08h  - 15 de janeiro de 2017, 19h                                ","R$ 0,00,único,R$ 1.600,00,Vendas até 14/01/2017,Autorizo que a Sympla entre em contato para pedir mais informações",https://www.sympla.com.br/curso-pratico-de-negociacao-com-pnl__101386
"<p id=""org-description"">Um coletivo criativo para cursos, palestras, vivências, oficinas, bazares, loja colaborativa, feira orgânica, arte, música, cultura e todas as ideias bacanas que surgirem no caminho.</p>,<p class=""margin-bottom-20-xs margin-bottom-40-sm"">
                    
                <strong>Coletivo Bombo</strong><br> Rua Dr Elisio de Castro, 77, Ipiranga<br>São Paulo, SP                </p>"," Rua Dr Elisio de Castro, 77, Ipiranga",Coletivo Bombo ,,START 2017 // POR ONDE EU COMEÇO?   ," 
                                    21 de janeiro de 2017, 10h-13h                                ","R$ 0,00,Especial Garotas no Poder,R$ 50,00,Inscrições até 21/01/2017,0,Autorizo que a Sympla entre em contato para pedir mais informações",https://www.sympla.com.br/start-2017--por-onde-eu-comeco__110391
"<p class=""p1"">Você acolhe um desejo secreto de passar horas cuidando das
 plantas e planejando belos jardins? Você gostaria de se aprimorar em 
técnicas de confeitaria ou criar sua própria marca de roupas feitas à 
mão? A recessão tem desafiado diversos dos nossos valores pessoais. Como
 resultado, muitos de nós estão agora reavaliando as coisas que 
realmente importam.</p>,<p class=""p1"">Seja revisitando um antigo hobby ou habilidade, criando 
tempo para nós mesmos ou encontrando inspiração em artes e ofícios, 
estamos colocando ênfase renovada em viver uma vida mais enriquecida. 
Para alguns isso pode levar a um novo negócio impulsionado por valores 
pessoais. Para outros pode significar aprender profundamente as técnicas
 da alta culinária francesa nos finais de semana.</p>,<p class=""p1"">Enquanto nossas aulas sobre encontrar um trabalho que você
 ame tem como foco fazer um novo acordo com questões específicas em 
relação à carreira, esta aula explora nosso potencial de maneira mais 
livre, em uma montanha-russa construtiva. Acima de tudo, tem como 
objetivo ajudar os participantes a localizar suas principais paixões e 
cultivar as sementes de ideias que podem ser absorvidas em atividades de
 lazer ou até mesmo direcionar uma mudança de vocação.</p>,<p>COMO ENCONTRAR UM TRABALHO QUE VOCÊ AME - 14h às 17h<br></p>,<p>Todos nós sabemos como é o trabalho 
perfeito: é muito bem remunerado, respeitado, com alta notoriedade, 
estimulante intelectualmente e ainda emocionalmente gratificante. Nós 
também sabemos que esse não é o nosso emprego.</p>,<p>Lemos biografias sobre a carreira de músicos famosos, atores, 
atletas, benfeitores, políticos, celebridades e também daqueles 
empresários que conquistaram tudo. Assistimos pessoas lutando pelo 
trabalho dos sonhos em reality shows. Vemos pessoas super energéticas e 
apaixonadas pelo que fazem superando obstáculos e alcançando suas 
ambições e seus sonhos. E ainda assim nós nunca conseguimos fazer nada 
disso.</p>,<p>Esta aula foi elaborada para te ajudar a pensar no que você realmente
 quer da sua vida profissional e o que você quer fazer para ganhar a 
vida. Nós começamos olhando os fatores que definem as nossas escolhas de
 carreira - da experiência da nossa família aos testes de vocação - e se
 isso ajuda ou impede a nossa busca por novas oportunidades. Vamos 
explorar o que seria realmente um trabalho significativo - um que sirva 
mais do que para apenas pagar as contas e ao invés disso expanda o nosso
 horizonte pessoal. Deveríamos estar buscando dinheiro ou status? Qual é
 a importância de ter uma trabalho que incorpore os nossos valores 
pessoais ou que use os nossos talentos? É melhor ser um generalista ou 
um especialista? Será que o seu trabalho dos sonhos será tão 
satisfatório quanto você imagina que seja?</p>,<p>Nossas aulas foram criadas para oferecer ideias interessantes e 
informações úteis sobre grandes temas das nossas vidas. Você será 
desafiado a pensar profundamente sobre questões que realmente te 
importam em um espaço para dividir os seus pensamentos, ideias e 
experiências com outros indíviduos curiosos e de mente aberta.</p>,<p>Essas aulas foram desenvolvidas por especialistas do corpo docente da
 The School of Life e incluem um mix de palestras, atividades em grupo e
 conversas. Ainda há um dever de casa opcional para quem estiver 
interessado em aprofundar os estudos sobre o tema.</p>,<p id=""org-description"" class=""text-center-xs text-left-md"">The School of Life é criação do escritor Alain de Botton e se dedica a destilar as melhores ideias concebidas, de todas as épocas, para enriquecer o nosso cotidiano. A abordagem inovadora da escola para o aprendizado da vida a levou a se tornar mundialmente reconhecida e desde o seu lançamento em Londres, em 2008, mais de 50.000 pessoas participaram dos programas.</p>,<p class=""margin-bottom-20-xs margin-bottom-40-sm"">
                    
                <strong>The School of Life SP - CasaNeo10</strong><br> Rua Medeiros de Albuquerque, 60, Vila Madalena<br>São Paulo, SP                </p>"," Rua Medeiros de Albuquerque, 60, Vila Madalena",The School of Life,"The School of Life é criação do escritor Alain de Botton e se dedica a destilar as melhores ideias concebidas, de todas as épocas, para enriquecer o nosso cotidiano. A abordagem inovadora da escola para o aprendizado da vida a levou a se tornar mundialmente reconhecida e desde o seu lançamento em Londres, em 2008, mais de 50.000 pessoas participaram dos programas.",TSOL Especial Trabalho  Como Alcançar o Seu Potencial e Como Encontrar um Trabalho que Você Ame   ," 
                                    21 de janeiro de 2017, 09h-17h                                ","R$ 0,00, Aula Como Alcancar o Seu Potencial,R$ 197,00,Vendas até 20/01/2017,0,Como Encontrar Trabalho que Ame,R$ 197,00,Vendas até 20/01/2017,0,Combo - Potencial + Trabalho que Ame,R$ 354,00,Vendas até 20/01/2017,0,LISTA DE ESPERA - Trabalho,Vendas até 20/01/2017,0,Autorizo que a Sympla entre em contato para pedir mais informações",https://www.sympla.com.br/tsol--especial-trabalho---como-alcancar-o-seu-potencial-e-como-encontrar-um-trabalho-que-voce-ame__102228
"<p class=""margin-bottom-20-xs margin-bottom-40-sm"">
                    
                <strong>Cult Club</strong><br> Rua Barra Funda, 630, Barra Funda<br>São Paulo, SP                </p>"," Rua Barra Funda, 630, Barra Funda",Cult Club,,Festa FEJÃO • (estréia 29/01) • CULT CLUB  ," 
                                    29 de janeiro de 2017, 16h-23h                                ","R$ 0,00,Inteira,R$ 12,00,Vendas até 29/01/2017,0,Autorizo que a Sympla entre em contato para pedir mais informações",https://www.sympla.com.br/festa-fejao-o-estreia-2901-o-cult-club__110369
"<p id=""org-description"" class=""text-center-xs text-left-md"">A Q2 Management é uma consultoria voltada para a melhoria dos resultados da gestão de pequenas e médias empresas.</p>,<p class=""margin-bottom-20-xs margin-bottom-40-sm"">
                    
                <strong>DBC Business Center</strong><br> Avenida Paulista, 726, 17º Andar, Bela Vista<br>São Paulo, SP                </p>"," Avenida Paulista, 726, 17º Andar, Bela Vista",Q2 Management,A Q2 Management é uma consultoria voltada para a melhoria dos resultados da gestão de pequenas e médias empresas.,Leitura e Interpretação do PBQPh  ," 
                                    20 de março de 2017, 08h30-17h30                                ","R$ 0,00,Inscrição antecipada,R$ 390,00,Inscrição,R$ 420,00,Autorizo que a Sympla entre em contato para pedir mais informações",https://www.sympla.com.br/leitura-e-interpretacao-do-pbqp-h__110037
"<p id=""org-description"" class=""text-center-xs text-left-md"">Arte Marcial a Serviço do AMOR. </p>,<p class=""margin-bottom-20-xs margin-bottom-40-sm"">
                    
                <strong>Escola O-DGI de Cultura Marcial</strong><br> Rua Joaquim Távora , 1454, Vila Mariana<br>São Paulo, SP                </p>"," Rua Joaquim Távora , 1454, Vila Mariana",O-DGI,Arte Marcial a Serviço do AMOR. ,AULÃO DE ODGI EM SÃO PAULO  DIA 29/01 DAS 10h às 12h NA ESCOLA ODGI  ," 
                                    29 de janeiro de 2017, 10h-12h                                ","R$ 0,00,INGRESSO PROMO,R$ 50,00,Inscrições até 25/01/2017,0,INGRESSO INTEGRAL,R$ 80,00,Autorizo que a Sympla entre em contato para pedir mais informações",https://www.sympla.com.br/aulao-de-o-dgi-em-sao-paulo---dia-2901-das-10h-as-12h-na-escola-o-dgi__111905
"<p id=""org-description"">https://www.facebook.com/disjuntor/<br>
</p>,<p class=""margin-bottom-20-xs margin-bottom-40-sm"">
                    
                <strong>Disjuntor</strong><br> Rua da Mooca , 1747, Mooca<br>São Paulo, SP                </p>"," Rua da Mooca , 1747, Mooca",Disjuntor,,Oficina | Todas Podem Mixar  ," 
                                    11 de fevereiro de 2017, 15h-19h                                ","R$ 0,00,custo da oficina,R$ 50,00,Contribuições até 10/02/2017,0,Autorizo que a Sympla entre em contato para pedir mais informações",https://www.sympla.com.br/oficina--todas-podem-mixar__111042
"<p class=""margin-bottom-20-xs margin-bottom-40-sm"">
                    
                <strong>Fabrique</strong><br> Rua Barra Funda, 1071, Barra Funda<br>São Paulo, SP                </p>"," Rua Barra Funda, 1071, Barra Funda",Sadhu Crew,,Sadhu #3  ," 
                                    14 de janeiro de 2017, 20h  - 15 de janeiro de 2017, 08h                                ","R$ 0,00,Masculino (Segundo Lote),R$ 50,00,Vendas até 14/01/2017,Feminino (Segundo Lote),R$ 30,00,Vendas até 14/01/2017,Combo Sadhu + Gayatri Festival ,R$ 150,00,Vendas até 13/01/2017,Aniversariantes (Janeiro) ,Vendas até 14/01/2017,Autorizo que a Sympla entre em contato para pedir mais informações",https://www.sympla.com.br/sadhu-3__99556
"<p id=""org-description"" class=""text-center-xs text-left-md"">Fundada em 2001, a Sociedade Brasileira de Gestão do Conhecimento é uma instituição sem fins lucrativos que tem como propósito estimular a Gestão do Conhecimento no Brasil. Reúne profissionais e organizações de todo o país em torno da prática, discussão e desenvolvimento de temas como aprendizagem, colaboração, gestão da informação, memória organizacional, inteligência competitiva, capital intelectual, inovação, entre outros.</p>,<p class=""margin-bottom-20-xs margin-bottom-40-sm"">
                    
                <strong>Auditório Locaweb</strong><br> Rua Itapaiuna , 2434, Jardim Morumbi<br>São Paulo, SP                </p>"," Rua Itapaiuna , 2434, Jardim Morumbi",SBGC - Sociedade Brasileira de Gestão do Conhecimento,"Fundada em 2001, a Sociedade Brasileira de Gestão do Conhecimento é uma instituição sem fins lucrativos que tem como propósito estimular a Gestão do Conhecimento no Brasil. Reúne profissionais e organizações de todo o país em torno da prática, discussão e desenvolvimento de temas como aprendizagem, colaboração, gestão da informação, memória organizacional, inteligência competitiva, capital intelectual, inovação, entre outros.","Encontro SBGC: Pessoas Conectadas, Conhecimento Distribuído  "," 
                                    08 de fevereiro de 2017, 08h30-12h30                                ","R$ 0,00,Inscrição - Presencial ,Inscrições até 08/02/2017,0,Autorizo que a Sympla entre em contato para pedir mais informações",https://www.sympla.com.br/encontro-sbgc-pessoas-conectadas-conhecimento-distribuido__111319
"<p class=""margin-bottom-20-xs margin-bottom-40-sm"">
                    
                <strong>CLUB 33</strong><br> Av. Pacaembu, 33, BARRA FUNDA<br>São Paulo, SP                </p>"," Av. Pacaembu, 33, BARRA FUNDA",CLUB 33,,DM7 apres. CHAPELEIRO & VINI VICI • [ 3 PISTAS ] •  ," 
                                    21 de janeiro de 2017, 23h  - 22 de janeiro de 2017, 10h                                ","R$ 0,00,PROMOCIONAL • unissex ,R$ 40,00,Vendas até 14/01/2017,II PROMOCIONAL • unissex ,R$ 60,00,Vendas até 19/01/2017,0,ENTRADA CONSUMAÇÃO • unissex ,R$ 120,00,Vendas até 21/01/2017,3º Lote Unissex (ENTRADA SEM FILAS) ,R$ 90,00,Vendas até 22/01/2017,0,Autorizo que a Sympla entre em contato para pedir mais informações",https://www.sympla.com.br/dm7-apres-chapeleiro--vini-vici-o--3-pistas--o__104091
"<p id=""org-description"" class=""text-center-xs text-left-md"">www.cafecomcoaching.com</p>,<p class=""margin-bottom-20-xs margin-bottom-40-sm"">
                    
                <strong>Espaço Paulista</strong><br> Av. Paulista, 807, cj. 1720, Cerqueira Cesar<br>São Paulo, SP                </p>"," Av. Paulista, 807, cj. 1720, Cerqueira Cesar",Café com Coaching,www.cafecomcoaching.com,★ WORKSHOP: COMO A NOSSA MENTE FUNCIONA ★  ," 
                                    31 de janeiro de 2017, 19h-22h30                                ","R$ 0,00,INDIVIDUAL,R$ 80,00,Inscrições até 30/01/2017,0,2 PESSOAS,R$ 65,00,Inscrições até 30/01/2017,0,3 OU MAIS PESSOAS,R$ 50,00,Inscrições até 30/01/2017,0,Autorizo que a Sympla entre em contato para pedir mais informações",https://www.sympla.com.br/-workshop-como-a-nossa-mente-funciona-__110100
"<p class=""margin-bottom-20-xs margin-bottom-40-sm"">
                    
                <strong>Casa Jaya</strong><br> Rua Capote Valente, 305, Pinheiros<br>São Paulo, SP                </p>"," Rua Capote Valente, 305, Pinheiros",Alan,,Mindfulness Funcional  Treinamento Básico SP (Fevereiro/2017)  ," 
                                    04 de fevereiro de 2017, 09h-17h                                ","R$ 0,00,Desconto p/ inscrições até 18/01 ,R$ 370,00,Inscrições até 18/01/2017,0,Padrão,R$ 440,00,Inscrições até 04/02/2017,0,Jovens até 25 anos ,R$ 220,00,Inscrições até 04/02/2017,0,Autorizo que a Sympla entre em contato para pedir mais informações",https://www.sympla.com.br/mindfulness-funcional---treinamento-basico-sp-fevereiro2017__103294
